"";"mean";"sd";"5.5%";"94.5%";"rhat";"ess_bulk"
"z_rNV_T[175]";-0,466972057148;0,182540220759528;-0,755769695;-0,176063175;1,04214526078165;359,452810424576
"z_rNV_T[176]";0,041179725123552;0,177361535582086;-0,246641295;0,321390155;1,04028467571049;424,772124687444
"z_rNV_T[177]";0,8355541302;0,172317817657776;0,556594405;1,1108911;1,03569472784792;403,616277075432
"z_rNV_T[178]";0,1828617991744;0,181118850987567;-0,101526835;0,477270705;1,03487290797911;429,249835783185
"z_rNV_T[179]";-0,053558928050602;0,176408085550372;-0,334042605;0,22920703;1,03939960897794;435,801156363808
"z_rNV_T[180]";-0,00533514358558;0,174997115144925;-0,287647385;0,26939499;1,0356180202313;412,180718137245
"z_rNV_T[181]";0,1855503760926;0,174228139058816;-0,087725536;0,465690985;1,0398143021494;370,417452698492
"z_rNV_T[182]";0,2617982250506;0,176316006139881;-0,016497885;0,54504563;1,03411392350134;459,571569235788
"z_rNV_T[183]";0,8047338954;0,180604947460107;0,5240499;1,09591695;1,03290069870865;459,431247853303
"z_rNV_T[184]";-0,1495866765782;0,175033788123251;-0,42477912;0,13854474;1,02942803080412;561,938883005398
"z_rNV_T[185]";0,28896116705486;0,179891191976608;-0,000623200665000002;0,577770795;1,03028886465079;501,028473158134
"z_rNV_T[186]";-0,4410084390972;0,178490454707857;-0,732256835;-0,15792781;1,03786775179078;392,512024284148
"z_rNV_T[187]";0,28384333408038;0,177166951930689;0,00821636845;0,57138822;1,03313501822346;485,0366002047
"z_rNV_T[188]";-0,19396267274492;0,17245858065221;-0,46985961;0,082285008;1,04363671494269;328,671942338828
"z_rNV_T[189]";0,0814024692448;0,177098942714728;-0,193728235;0,369679445;1,03712864973945;428,667312754227
"z_rNV_T[190]";-0,63426814078;0,172985031127731;-0,916814355;-0,35927977;1,03105057658059;519,895765510316
"z_rNV_T[191]";0,7608278722;0,173767263974512;0,48226209;1,0395776;1,03698664668149;445,823307349476
"z_rNV_T[192]";-1,2575283212;0,176209699354464;-1,5386099;-0,972920255;1,03438797462826;413,462503479822
"z_rNV_T[193]";0,3091571260606;0,172705557293387;0,032721327;0,5819662;1,04137362880107;423,924283535202
"z_rNV_T[194]";-2,532783812;0,180288231452607;-2,8126652;-2,24217865;1,02972667645991;612,646278123621
"z_rNV_T[195]";-0,1309810745166;0,17463611271657;-0,41560558;0,15041332;1,0361110256101;408,102238761592
"z_rNV_T[196]";-1,467601008;0,176369971302141;-1,74818715;-1,1852725;1,03367337717639;450,074359030678
"z_rNV_T[197]";-0,2877898497555;0,172521841123019;-0,570636525;-0,00954538279999996;1,03511274387216;418,807592290109
"z_rNV_T[198]";-1,0221119074;0,177237394963633;-1,30820925;-0,73590334;1,03257366477826;459,496953847159
"z_rNV_T[199]";0,18037683713528;0,175903557634012;-0,0981201485;0,46543109;1,03774478288298;421,806075278982
"z_rNV_T[200]";-0,179202571321126;0,177308044719157;-0,462935165;0,11138788;1,03497816217222;469,397724917178
"z_rNV_T[201]";-0,13876710649366;0,175901408554313;-0,42526333;0,144283355;1,0371530963772;360,80532821366
"z_rNV_T[202]";-2,171020162;0,180237265979273;-2,4635875;-1,88586065;1,03434714425683;471,850423155291
"z_rNV_T[203]";1,67819962;0,176038031885129;1,39802945;1,9653321;1,04398824489874;364,1785308622
"z_rNV_T[204]";0,472217257798;0,176128298784749;0,190254315;0,754143445;1,03668163363175;424,639421412907
"z_rNV_T[205]";0,22124917106292;0,174055834155979;-0,0563243475;0,50083607;1,03934334452698;432,955821775528
"z_rNV_T[206]";-0,1446421857454;0,172823126251452;-0,416504335;0,13214582;1,03943820317723;407,246534402693
"z_rNV_T[207]";0,3480108374182;0,173932583593694;0,0723931505;0,62926347;1,0412665605065;408,041108125087
